objid,class,ra,dec,ra_deg,dec_deg,nvote,p_el_debiased,p_cs_debiased,image_path,source_url
588017702926680200,spiral,11:24:29.29,+11:38:48.5,171.1220416667,11.6468055556,30,0.072,0.882,images\spiral\588017702926680200.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=171.1220416667&dec=11.6468055556&scale=0.396&width=256&height=256&opt=
587742775096770652,uncertain,12:11:30.14,+18:05:22.7,182.8755833333,18.0896388889,28,0.595,0.405,images\uncertain\587742775096770652.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=182.8755833333&dec=18.0896388889&scale=0.396&width=256&height=256&opt=
588015508739195010,elliptical,01:01:01.12,-00:24:44.4,15.2546666667,-0.4123333333,32,0.748,0.218,images\elliptical\588015508739195010.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=15.2546666667&dec=-0.4123333333&scale=0.396&width=256&height=256&opt=
587742061592903821,spiral,09:36:14.31,+17:29:05.2,144.0596250000,17.4847777778,66,0.045,0.879,images\spiral\587742061592903821.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=144.0596250000&dec=17.4847777778&scale=0.396&width=256&height=256&opt=
587733609622798502,spiral,15:50:47.11,+47:07:36.6,237.6962916667,47.1268333333,28,0.477,0.486,images\spiral\587733609622798502.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=237.6962916667&dec=47.1268333333&scale=0.396&width=256&height=256&opt=
587727179008639155,elliptical,03:26:12.99,-07:12:00.1,51.5541250000,-7.2000277778,24,0.875,0.0,images\elliptical\587727179008639155.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=51.5541250000&dec=-7.2000277778&scale=0.396&width=256&height=256&opt=
587725470138368197,uncertain,09:50:57.07,+59:42:52.1,147.7377916667,59.7144722222,25,0.552,0.218,images\uncertain\587725470138368197.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=147.7377916667&dec=59.7144722222&scale=0.396&width=256&height=256&opt=
587726016159482003,uncertain,14:33:36.52,+02:47:35.4,218.4021666667,2.7931666667,54,0.161,0.515,images\uncertain\587726016159482003.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=218.4021666667&dec=2.7931666667&scale=0.396&width=256&height=256&opt=
588011102645518448,spiral,16:13:55.25,+45:42:18.8,243.4802083333,45.7052222222,27,0.031,0.926,images\spiral\588011102645518448.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=243.4802083333&dec=45.7052222222&scale=0.396&width=256&height=256&opt=
587741817320177877,elliptical,10:08:00.51,+21:48:59.1,152.0021250000,21.8164166667,70,0.831,0.083,images\elliptical\587741817320177877.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=152.0021250000&dec=21.8164166667&scale=0.396&width=256&height=256&opt=
587741603105669204,uncertain,12:17:51.00,+28:21:18.6,184.4625000000,28.3551666667,78,0.457,0.127,images\uncertain\587741603105669204.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=184.4625000000&dec=28.3551666667&scale=0.396&width=256&height=256&opt=
587739153357078738,elliptical,08:31:38.84,+22:34:23.0,127.9118333333,22.5730555556,31,0.968,0.0,images\elliptical\587739153357078738.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=127.9118333333&dec=22.5730555556&scale=0.396&width=256&height=256&opt=
587728881414701177,elliptical,10:22:12.59,+05:21:00.9,155.5524583333,5.3502500000,33,0.807,0.133,images\elliptical\587728881414701177.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=155.5524583333&dec=5.3502500000&scale=0.396&width=256&height=256&opt=
587739407872819409,uncertain,15:18:12.67,+27:02:33.2,229.5527916667,27.0425555556,30,0.784,0.216,images\uncertain\587739407872819409.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=229.5527916667&dec=27.0425555556&scale=0.396&width=256&height=256&opt=
587736545238057187,spiral,15:06:39.92,+04:41:31.1,226.6663333333,4.6919722222,61,0.0080,0.959,images\spiral\587736545238057187.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=226.6663333333&dec=4.6919722222&scale=0.396&width=256&height=256&opt=
587742188829081710,uncertain,11:56:03.90,+23:40:35.9,179.0162500000,23.6766388889,64,0.761,0.22,images\uncertain\587742188829081710.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=179.0162500000&dec=23.6766388889&scale=0.396&width=256&height=256&opt=
587731887349039247,spiral,08:33:49.78,+41:29:40.9,128.4574166667,41.4946944444,41,0.084,0.835,images\spiral\587731887349039247.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=128.4574166667&dec=41.4946944444&scale=0.396&width=256&height=256&opt=
587738409784836127,uncertain,09:26:55.83,+10:36:31.4,141.7326250000,10.6087222222,35,0.849,0.061,images\uncertain\587738409784836127.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=141.7326250000&dec=10.6087222222&scale=0.396&width=256&height=256&opt=
587742060513460500,uncertain,08:45:21.18,+13:02:13.2,131.3382500000,13.0370000000,27,0.664,0.259,images\uncertain\587742060513460500.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=131.3382500000&dec=13.0370000000&scale=0.396&width=256&height=256&opt=
588017110215753804,spiral,10:52:26.42,+44:39:31.5,163.1100833333,44.6587500000,27,0.382,0.571,images\spiral\588017110215753804.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=163.1100833333&dec=44.6587500000&scale=0.396&width=256&height=256&opt=
588016892249899236,elliptical,10:28:08.53,+39:14:39.7,157.0355416667,39.2443611111,33,1.0,0.0,images\elliptical\588016892249899236.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=157.0355416667&dec=39.2443611111&scale=0.396&width=256&height=256&opt=
587732702324392186,spiral,09:58:34.06,+06:00:59.5,149.6419166667,6.0165277778,39,0.0,0.949,images\spiral\587732702324392186.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=149.6419166667&dec=6.0165277778&scale=0.396&width=256&height=256&opt=
587736751933096151,uncertain,16:17:12.84,+30:19:39.6,244.3035000000,30.3276666667,59,0.469,0.357,images\uncertain\587736751933096151.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=244.3035000000&dec=30.3276666667&scale=0.396&width=256&height=256&opt=
587732054855057619,spiral,08:59:49.52,+40:46:32.2,134.9563333333,40.7756111111,56,0.036,0.944,images\spiral\587732054855057619.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=134.9563333333&dec=40.7756111111&scale=0.396&width=256&height=256&opt=
587722982283739269,spiral,13:01:47.55,-00:47:46.3,195.4481250000,-0.7961944444,26,0.0,0.923,images\spiral\587722982283739269.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=195.4481250000&dec=-0.7961944444&scale=0.396&width=256&height=256&opt=
588010135195746498,elliptical,09:50:03.70,+55:44:40.4,147.5154166667,55.7445555556,59,0.847,0.085,images\elliptical\588010135195746498.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=147.5154166667&dec=55.7445555556&scale=0.396&width=256&height=256&opt=
587738409253994630,elliptical,10:22:48.65,+12:17:54.1,155.7027083333,12.2983611111,32,0.937,0.063,images\elliptical\587738409253994630.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=155.7027083333&dec=12.2983611111&scale=0.396&width=256&height=256&opt=
587735665852612787,elliptical,16:01:31.70,+41:29:25.5,240.3820833333,41.4904166667,28,0.856,0.037,images\elliptical\587735665852612787.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=240.3820833333&dec=41.4904166667&scale=0.396&width=256&height=256&opt=
587738947742400627,spiral,09:30:59.24,+32:11:53.2,142.7468333333,32.1981111111,35,0.179,0.777,images\spiral\587738947742400627.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=142.7468333333&dec=32.1981111111&scale=0.396&width=256&height=256&opt=
587722983893237950,spiral,12:51:49.38,+00:33:41.3,192.9557500000,0.5614722222,35,0.087,0.882,images\spiral\587722983893237950.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=192.9557500000&dec=0.5614722222&scale=0.396&width=256&height=256&opt=
587739097531678914,spiral,13:20:12.59,+36:19:56.9,200.0524583333,36.3324722222,28,0.111,0.843,images\spiral\587739097531678914.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=200.0524583333&dec=36.3324722222&scale=0.396&width=256&height=256&opt=
588848900441178421,spiral,10:43:51.68,+00:24:05.9,160.9653333333,0.4016388889,65,0.095,0.887,images\spiral\588848900441178421.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=160.9653333333&dec=0.4016388889&scale=0.396&width=256&height=256&opt=
587738195576881346,uncertain,07:51:58.66,+50:14:50.9,117.9944166667,50.2474722222,28,0.218,0.318,images\uncertain\587738195576881346.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=117.9944166667&dec=50.2474722222&scale=0.396&width=256&height=256&opt=
587745541051384109,elliptical,09:27:57.10,+13:49:53.9,141.9879166667,13.8316388889,34,0.882,0.029,images\elliptical\587745541051384109.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=141.9879166667&dec=13.8316388889&scale=0.396&width=256&height=256&opt=
587735694830076014,uncertain,11:29:44.47,+55:42:36.7,172.4352916667,55.7101944444,19,0.789,0.158,images\uncertain\587735694830076014.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=172.4352916667&dec=55.7101944444&scale=0.396&width=256&height=256&opt=
588848900456382551,elliptical,13:02:33.60,+00:20:18.4,195.6400000000,0.3384444444,36,0.972,0.0,images\elliptical\588848900456382551.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=195.6400000000&dec=0.3384444444&scale=0.396&width=256&height=256&opt=
587732484907073677,elliptical,14:34:01.36,+46:05:24.0,218.5056666667,46.0900000000,41,0.886,0.04,images\elliptical\587732484907073677.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=218.5056666667&dec=46.0900000000&scale=0.396&width=256&height=256&opt=
587726031696691294,spiral,09:42:51.21,+01:10:02.5,145.7133750000,1.1673611111,35,0.104,0.896,images\spiral\587726031696691294.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=145.7133750000&dec=1.1673611111&scale=0.396&width=256&height=256&opt=
588017567099650235,elliptical,12:12:45.31,+12:54:49.4,183.1887916667,12.9137222222,51,0.865,0.135,images\elliptical\588017567099650235.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=183.1887916667&dec=12.9137222222&scale=0.396&width=256&height=256&opt=
587735344802365609,elliptical,10:01:31.18,+11:07:37.3,150.3799166667,11.1270277778,54,0.811,0.11,images\elliptical\587735344802365609.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=150.3799166667&dec=11.1270277778&scale=0.396&width=256&height=256&opt=
587726032252305549,uncertain,12:34:30.01,+02:07:50.9,188.6250416667,2.1308055556,29,0.878,0.084,images\uncertain\587726032252305549.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=188.6250416667&dec=2.1308055556&scale=0.396&width=256&height=256&opt=
587736619327160560,spiral,16:20:53.80,+24:19:30.5,245.2241666667,24.3251388889,51,0.047,0.953,images\spiral\587736619327160560.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=245.2241666667&dec=24.3251388889&scale=0.396&width=256&height=256&opt=
587742575910387795,elliptical,13:07:27.64,+18:46:37.6,196.8651666667,18.7771111111,33,0.943,0.057,images\elliptical\587742575910387795.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=196.8651666667&dec=18.7771111111&scale=0.396&width=256&height=256&opt=
587745403078639888,spiral,09:55:20.59,+14:25:36.3,148.8357916667,14.4267500000,27,0.098,0.902,images\spiral\587745403078639888.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=148.8357916667&dec=14.4267500000&scale=0.396&width=256&height=256&opt=
587725552809869550,elliptical,08:27:38.56,+53:35:44.7,126.9106666667,53.5957500000,23,0.826,0.0,images\elliptical\587725552809869550.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=126.9106666667&dec=53.5957500000&scale=0.396&width=256&height=256&opt=
588017728151617720,elliptical,12:21:13.95,+06:36:12.3,185.3081250000,6.6034166667,33,0.909,0.0,images\elliptical\588017728151617720.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=185.3081250000&dec=6.6034166667&scale=0.396&width=256&height=256&opt=
587729776369139841,elliptical,14:05:04.30,-03:10:37.8,211.2679166667,-3.1771666667,49,0.953,0.047,images\elliptical\587729776369139841.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=211.2679166667&dec=-3.1771666667&scale=0.396&width=256&height=256&opt=
587745538906652834,spiral,09:54:46.17,+13:22:29.1,148.6923750000,13.3747500000,32,0.0,1.0,images\spiral\587745538906652834.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=148.6923750000&dec=13.3747500000&scale=0.396&width=256&height=256&opt=
587736619858067650,uncertain,15:30:21.19,+32:10:36.6,232.5882916667,32.1768333333,31,0.062,0.336,images\uncertain\587736619858067650.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=232.5882916667&dec=32.1768333333&scale=0.396&width=256&height=256&opt=
587729776902013141,elliptical,13:28:57.84,-02:58:23.5,202.2410000000,-2.9731944444,32,0.618,0.251,images\elliptical\587729776902013141.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=202.2410000000&dec=-2.9731944444&scale=0.396&width=256&height=256&opt=
587739153354785057,elliptical,08:12:46.85,+19:54:28.3,123.1952083333,19.9078611111,35,0.914,0.0,images\elliptical\587739153354785057.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=123.1952083333&dec=19.9078611111&scale=0.396&width=256&height=256&opt=
587722982273974401,uncertain,11:32:56.93,-00:40:24.3,173.2372083333,-0.6734166667,56,0.393,0.0,images\uncertain\587722982273974401.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=173.2372083333&dec=-0.6734166667&scale=0.396&width=256&height=256&opt=
587739382064349213,elliptical,15:03:30.82,+28:44:16.5,225.8784166667,28.7379166667,58,0.845,0.138,images\elliptical\587739382064349213.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=225.8784166667&dec=28.7379166667&scale=0.396&width=256&height=256&opt=
587739405719175233,spiral,14:14:49.95,+30:24:57.1,213.7081250000,30.4158611111,31,0.118,0.882,images\spiral\587739405719175233.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=213.7081250000&dec=30.4158611111&scale=0.396&width=256&height=256&opt=
587739377773707440,spiral,09:12:24.59,+26:18:01.8,138.1024583333,26.3005000000,55,0.286,0.671,images\spiral\587739377773707440.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=138.1024583333&dec=26.3005000000&scale=0.396&width=256&height=256&opt=
588018089474261342,uncertain,16:32:08.28,+25:27:38.4,248.0345000000,25.4606666667,42,0.275,0.566,images\uncertain\588018089474261342.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=248.0345000000&dec=25.4606666667&scale=0.396&width=256&height=256&opt=
587734622167826699,uncertain,08:36:16.60,+31:01:33.5,129.0691666667,31.0259722222,45,0.656,0.212,images\uncertain\587734622167826699.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=129.0691666667&dec=31.0259722222&scale=0.396&width=256&height=256&opt=
587728665043403023,uncertain,08:26:20.45,+44:42:24.0,126.5852083333,44.7066666667,60,0.483,0.304,images\uncertain\587728665043403023.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=126.5852083333&dec=44.7066666667&scale=0.396&width=256&height=256&opt=
588018055667909212,elliptical,17:03:19.20,+22:54:43.6,255.8300000000,22.9121111111,42,0.881,0.071,images\elliptical\588018055667909212.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=255.8300000000&dec=22.9121111111&scale=0.396&width=256&height=256&opt=
587745539970236948,spiral,08:22:00.83,+08:53:57.2,125.5034583333,8.8992222222,34,0.121,0.835,images\spiral\587745539970236948.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=125.5034583333&dec=8.8992222222&scale=0.396&width=256&height=256&opt=
588848899896901757,uncertain,09:35:43.93,-00:03:34.8,143.9330416667,-0.0596666667,29,0.724,0.172,images\uncertain\588848899896901757.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=143.9330416667&dec=-0.0596666667&scale=0.396&width=256&height=256&opt=
587726033340203033,uncertain,14:43:34.22,+02:27:37.7,220.8925833333,2.4604722222,33,0.521,0.403,images\uncertain\587726033340203033.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=220.8925833333&dec=2.4604722222&scale=0.396&width=256&height=256&opt=
587732482195128454,elliptical,08:50:36.20,+34:55:22.6,132.6508333333,34.9229444444,33,0.957,0.043,images\elliptical\587732482195128454.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=132.6508333333&dec=34.9229444444&scale=0.396&width=256&height=256&opt=
587726033865932864,spiral,13:02:10.14,+03:26:00.7,195.5422500000,3.4335277778,35,0.029,0.943,images\spiral\587726033865932864.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=195.5422500000&dec=3.4335277778&scale=0.396&width=256&height=256&opt=
587739609704497258,spiral,12:56:10.18,+32:48:17.9,194.0424166667,32.8049722222,29,0.128,0.872,images\spiral\587739609704497258.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=194.0424166667&dec=32.8049722222&scale=0.396&width=256&height=256&opt=
588015508736114813,spiral,00:33:04.07,-00:19:52.2,8.2669583333,-0.3311666667,53,0.319,0.596,images\spiral\588015508736114813.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=8.2669583333&dec=-0.3311666667&scale=0.396&width=256&height=256&opt=
587732482758672511,elliptical,14:18:55.07,+45:21:24.0,214.7294583333,45.3566666667,62,0.945,0.055,images\elliptical\587732482758672511.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=214.7294583333&dec=45.3566666667&scale=0.396&width=256&height=256&opt=
587739406260109427,uncertain,14:55:43.79,+27:51:32.7,223.9324583333,27.8590833333,42,0.779,0.174,images\uncertain\587739406260109427.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=223.9324583333&dec=27.8590833333&scale=0.396&width=256&height=256&opt=
587730773876342883,uncertain,22:03:42.45,+12:10:04.0,330.9268750000,12.1677777778,35,0.453,0.208,images\uncertain\587730773876342883.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=330.9268750000&dec=12.1677777778&scale=0.396&width=256&height=256&opt=
588017110755967140,elliptical,11:35:07.88,+46:40:47.4,173.7828333333,46.6798333333,52,0.905,0.095,images\elliptical\588017110755967140.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=173.7828333333&dec=46.6798333333&scale=0.396&width=256&height=256&opt=
587726879426281593,spiral,23:18:08.36,-08:58:20.0,349.5348333333,-8.9722222222,62,0.1,0.9,images\spiral\587726879426281593.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=349.5348333333&dec=-8.9722222222&scale=0.396&width=256&height=256&opt=
587726016150503619,uncertain,13:11:37.46,+03:10:15.0,197.9060833333,3.1708333333,57,0.506,0.395,images\uncertain\587726016150503619.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=197.9060833333&dec=3.1708333333&scale=0.396&width=256&height=256&opt=
587732771594829967,spiral,12:32:39.39,+10:07:39.1,188.1641250000,10.1275277778,68,0.443,0.51,images\spiral\587732771594829967.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=188.1641250000&dec=10.1275277778&scale=0.396&width=256&height=256&opt=
587731185652465970,uncertain,21:46:37.12,-00:35:41.5,326.6546666667,-0.5948611111,24,0.341,0.226,images\uncertain\587731185652465970.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=326.6546666667&dec=-0.5948611111&scale=0.396&width=256&height=256&opt=
588007005775266021,elliptical,08:49:04.74,+53:29:27.4,132.2697500000,53.4909444444,56,0.893,0.036,images\elliptical\588007005775266021.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=132.2697500000&dec=53.4909444444&scale=0.396&width=256&height=256&opt=
587724240155770992,elliptical,03:14:01.41,-08:09:08.5,48.5058750000,-8.1523611111,22,0.909,0.0,images\elliptical\587724240155770992.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=48.5058750000&dec=-8.1523611111&scale=0.396&width=256&height=256&opt=
587736919976051021,elliptical,16:56:22.51,+19:31:48.7,254.0937916667,19.5301944444,20,1.0,0.0,images\elliptical\587736919976051021.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=254.0937916667&dec=19.5301944444&scale=0.396&width=256&height=256&opt=
587736809377955902,spiral,14:15:33.80,+13:45:56.9,213.8908333333,13.7658055556,30,0.122,0.878,images\spiral\587736809377955902.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=213.8908333333&dec=13.7658055556&scale=0.396&width=256&height=256&opt=
587736478676484107,elliptical,16:16:18.19,+07:00:33.2,244.0757916667,7.0092222222,31,0.871,0.129,images\elliptical\587736478676484107.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=244.0757916667&dec=7.0092222222&scale=0.396&width=256&height=256&opt=
587722983363313812,uncertain,13:55:06.97,+00:04:55.8,208.7790416667,0.0821666667,30,0.323,0.601,images\uncertain\587722983363313812.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=208.7790416667&dec=0.0821666667&scale=0.396&width=256&height=256&opt=
588017992302461098,elliptical,13:57:21.09,+09:49:38.8,209.3378750000,9.8274444444,25,0.827,0.052,images\elliptical\588017992302461098.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=209.3378750000&dec=9.8274444444&scale=0.396&width=256&height=256&opt=
588010134656319695,uncertain,09:19:36.05,+52:10:02.1,139.9002083333,52.1672500000,26,0.702,0.251,images\uncertain\588010134656319695.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=139.9002083333&dec=52.1672500000&scale=0.396&width=256&height=256&opt=
587742775087792252,elliptical,10:46:06.35,+16:43:34.3,161.5264583333,16.7261944444,30,0.967,0.0,images\elliptical\587742775087792252.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=161.5264583333&dec=16.7261944444&scale=0.396&width=256&height=256&opt=
588017567091982416,elliptical,11:00:55.96,+12:13:50.3,165.2331666667,12.2306388889,67,0.91,0.0,images\elliptical\588017567091982416.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=165.2331666667&dec=12.2306388889&scale=0.396&width=256&height=256&opt=
587739458299363454,spiral,14:48:42.24,+26:51:26.2,222.1760000000,26.8572777778,28,0.0060,0.994,images\spiral\587739458299363454.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=222.1760000000&dec=26.8572777778&scale=0.396&width=256&height=256&opt=
587731870706827360,spiral,11:42:43.79,+55:50:29.9,175.6824583333,55.8416388889,51,0.042,0.858,images\spiral\587731870706827360.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=175.6824583333&dec=55.8416388889&scale=0.396&width=256&height=256&opt=
587738946139717712,uncertain,10:56:09.68,+37:11:12.4,164.0403333333,37.1867777778,61,0.154,0.707,images\uncertain\587738946139717712.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=164.0403333333&dec=37.1867777778&scale=0.396&width=256&height=256&opt=
587741491439403158,uncertain,10:09:32.46,+26:54:21.9,152.3852500000,26.9060833333,30,0.702,0.129,images\uncertain\587741491439403158.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=152.3852500000&dec=26.9060833333&scale=0.396&width=256&height=256&opt=
587742863132459162,elliptical,10:59:14.17,+15:30:08.2,164.8090416667,15.5022777778,59,0.983,0.0,images\elliptical\587742863132459162.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=164.8090416667&dec=15.5022777778&scale=0.396&width=256&height=256&opt=
588017627242365237,uncertain,14:59:33.34,+38:09:42.7,224.8889166667,38.1618611111,51,0.194,0.719,images\uncertain\588017627242365237.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=224.8889166667&dec=38.1618611111&scale=0.396&width=256&height=256&opt=
587731887347794249,uncertain,08:22:50.11,+39:27:27.6,125.7087916667,39.4576666667,53,0.798,0.078,images\uncertain\587731887347794249.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=125.7087916667&dec=39.4576666667&scale=0.396&width=256&height=256&opt=
587742590404657504,elliptical,16:01:37.55,+12:09:43.3,240.4064583333,12.1620277778,25,0.84,0.04,images\elliptical\587742590404657504.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=240.4064583333&dec=12.1620277778&scale=0.396&width=256&height=256&opt=
588848899933339991,spiral,15:08:52.31,-00:12:21.2,227.2179583333,-0.2058888889,30,0.025,0.975,images\spiral\588848899933339991.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=227.2179583333&dec=-0.2058888889&scale=0.396&width=256&height=256&opt=
587742571612274877,spiral,11:27:13.70,+18:45:51.8,171.8070833333,18.7643888889,60,0.202,0.684,images\spiral\587742571612274877.jpg,https://skyserver.sdss.org/dr16/SkyServerWS/ImgCutout/getjpeg?ra=171.8070833333&dec=18.7643888889&scale=0.396&width=256&height=256&opt=
